00 00 88
00 00 BB
00 00 FF
33 00 FF
66 00 FF
33 33 FF
00 66 FF
00 A5 FF
00 BB FF
00 CC FF
00 DD FF
33 DD FF
66 DD FF
33 DD DD
00 FF 99
00 FF 66
00 FF 33
00 FF 00
33 FF 00
99 FF 00
DD DD 00
DD AA 00
FF 66 00
FF 00 66
FF 00 00
FF 00 BB
EE 22 CC
EE 82 EE
FF 66 FF
