0.0103028 0.0403867 0.0632309 0.073297 0.0689777 0.0527866 0.0300795 0.00689119 -0.0121779 -0.0251289 -0.0323313 -0.0351275 -0.0341464 -0.0284092 -0.0158984 0.00461611 0.0315648 0.059735 0.0814049 0.0891621 0.0791043 0.052823 0.0171594 -0.0181743 -0.0440166 -0.0547488 -0.0497152 -0.0327136 -0.0100108 0.0121526 0.0295394 0.0406887
0.0127339 0.0375073 0.0561547 0.0637875 0.0591031 0.044623 0.0254978 0.00737136 -0.00579472 -0.0129613 -0.0157096 -0.0165404 -0.0167225 -0.015024 -0.00826831 0.00641103 0.0288923 0.0546948 0.0760156 0.0848841 0.0768488 0.0532511 0.0209079 -0.0105831 -0.0325415 -0.0402024 -0.0338528 -0.0179227 0.00128743 0.0181441 0.0294696 0.0350127
 0.0101126 0.0202673 0.0264485 0.0258205 0.0185418 0.00790006 -0.00096469 -0.00335486 0.00260279 0.0146695 0.0271866 0.0337301 0.0305532 0.0189304 0.00486568 -0.00395464 -0.00238169 0.00924137 0.0251734 0.0373846 0.0398458 0.0315465 0.016681 0.00217227 -0.00588527 -0.00494916 0.00325815 0.0140506 0.0221895 0.0242081 0.0197144 0.011279
0.0105827 0.00455977 -0.0037182 -0.0147305 -0.0262886 -0.0335342 -0.0304815 -0.0128145 0.0191172 0.0586905 0.0941703 0.112844 0.106594 0.0761218 0.0312955 -0.0129574 -0.0432339 -0.0531966 -0.045176 -0.0273406 -0.00853126 0.00606268 0.0161739 0.0246165 0.0340759 0.0446895 0.053662 0.0567772 0.0507172 0.0349481 0.0123744 -0.0114099
0.0206937 0.00650793 -0.00956394 -0.0267936 -0.0415977 -0.0474829 -0.0368319 -0.00440435 0.0486607 0.112475 0.169739 0.201355 0.19439 0.148521 0.0772089 0.00242549 -0.0545634 -0.0815302 -0.0785076 -0.0548656 -0.0227989 0.00859915 0.0356548 0.0585784 0.0781676 0.0933438 0.100924 0.0973177 0.080793 0.0529892 0.0190099 -0.013817
0.0400935 0.0324382 0.0223281 0.00938513 -0.00350853 -0.00966855 -0.000190947 0.0321582 0.0879644 0.157701 0.222589 0.260845 0.257183 0.210771 0.136836 0.0603186 0.00469701 -0.0178795 -0.00988337 0.0159633 0.0451849 0.0687122 0.0850014 0.0971849 0.108306 0.11811 0.123011 0.118528 0.102205 0.0753301 0.0428316 0.0117379
 0.0613211 0.0744566 0.0849862 0.0889218 0.0855297 0.0789203 0.0774981 0.0905543 0.122893 0.170246 0.218874 0.25098 0.253931 0.22807 0.187771 0.154173 0.143491 0.158049 0.185657 0.207534 0.209473 0.189227 0.156152 0.124397 0.104638 0.0992881 0.103073 0.10739 0.10522 0.0940598 0.0761088 0.0564926
 0.0754045 0.114737 0.152669 0.180322 0.191331 0.184879 0.166894 0.147982 0.138314 0.142106 0.155466 0.169859 0.179567 0.187901 0.206803 0.248674 0.315259 0.391537 0.450001 0.463837 0.421275 0.332321 0.224005 0.127433 0.0644274 0.0406456 0.0473016 0.0686079 0.0899007 0.102608 0.105028 0.100166
 0.0796279 0.136915 0.194774 0.240535 0.263057 0.257118 0.226264 0.181951 0.138619 0.107243 0.0916684 0.0906227 0.104034 0.138177 0.203977 0.307607 0.439247 0.56902 0.655574 0.664302 0.585025 0.438426 0.26729 0.117768 0.0211725 -0.0147817 -0.00295838 0.0337897 0.0738949 0.103913 0.119645 0.123345
 0.0811004 0.137598 0.195661 0.242233 0.265678 0.260823 0.232224 0.192973 0.158628 0.139429 0.136156 0.14323 0.157351 0.184806 0.240202 0.335202 0.46414 0.597575 0.69082 0.70444 0.624955 0.473047 0.294323 0.13845 0.0387639 0.00261313 0.015076 0.0510762 0.0879256 0.11252 0.121976 0.120028
 0.091698 0.129001 0.166682 0.195289 0.20829 0.206805 0.20151 0.208853 0.24189 0.300505 0.368106 0.419175 0.434851 0.416797 0.388843 0.383238 0.41931 0.488714 0.5579 0.586915 0.552487 0.460787 0.342679 0.23597 0.166556 0.139143 0.140564 0.150863 0.154284 0.144707 0.124797 0.101611
 0.117158 0.129399 0.139446 0.143403 0.142834 0.148644 0.180546 0.259404 0.393947 0.568662 0.742042 0.860315 0.882309 0.802138 0.65515 0.501618 0.396674 0.36425 0.390186 0.436875 0.468109 0.46775 0.442281 0.409263 0.382267 0.362687 0.341871 0.309519 0.261389 0.201754 0.140619 0.0887155
0.150069 0.148801 0.143797 0.134927 0.12944 0.145255 0.208677 0.343915 0.556754 0.82069 1.07623 1.24908 1.28166 1.1623 0.93425 0.677582 0.47286 0.36695 0.359435 0.414357 0.486384 0.543758 0.576037 0.586918 0.58177 0.560133 0.516946 0.449001 0.360291 0.262364 0.170179 0.096725
 0.174816 0.182352 0.187604 0.189518 0.194174 0.218458 0.288182 0.427836 0.644146 0.911833 1.17251 1.35265 1.39515 1.28852 1.07571 0.835577 0.646207 0.550973 0.545957 0.593108 0.647496 0.680347 0.685766 0.671923 0.647171 0.611965 0.560429 0.487687 0.396079 0.296002 0.201824 0.126303
 0.18122 0.216514 0.253644 0.286124 0.312172 0.33967 0.386843 0.475286 0.616408 0.798267 0.982657 1.11824 1.16542 1.11911 1.01401 0.907015 0.846174 0.845337 0.880186 0.906991 0.890602 0.823375 0.724744 0.624963 0.545958 0.491485 0.450298 0.407116 0.352869 0.288569 0.222667 0.165441
 0.173789 0.240393 0.313133 0.378944 0.42644 0.452295 0.464968 0.481942 0.52015 0.584596 0.663359 0.734357 0.781132 0.806914 0.835305 0.894412 0.993784 1.11049 1.19585 1.20047 1.10217 0.919263 0.701391 0.504738 0.367053 0.295949 0.273862 0.27311 0.270734 0.256037 0.229848 0.199107
 0.167064 0.25098 0.342888 0.426173 0.484267 0.507546 0.498608 0.472003 0.447352 0.439506 0.452572 0.482671 0.527679 0.595548 0.702224 0.857508 1.04772 1.22915 1.34082 1.33205 1.18922 0.945083 0.665021 0.418239 0.250469 0.171583 0.16128 0.185805 0.214862 0.23105 0.2304 0.217387
0.171707 0.249926 0.334818 0.411354 0.46507 0.488174 0.483961 0.466147 0.4523 0.454865 0.475958 0.510313 0.554614 0.615466 0.707708 0.841518 1.00634 1.16438 1.26163 1.25245 1.12381 0.90411 0.651201 0.426874 0.272348 0.196981 0.183113 0.200859 0.223215 0.234575 0.231334 0.217505
 0.185301 0.238931 0.29622 0.347648 0.386082 0.411143 0.431128 0.459989 0.509542 0.580947 0.661581 0.731108 0.774325 0.792474 0.804107 0.833028 0.89033 0.962867 1.01709 1.0169 0.944368 0.810411 0.649113 0.500366 0.391809 0.329921 0.303034 0.291816 0.279941 0.259746 0.232008 0.202194
 0.196098 0.219895 0.244814 0.26745 0.288358 0.314578 0.359049 0.435327 0.54876 0.68866 0.827408 0.929653 0.968574 0.940369 0.867573 0.787886 0.734422 0.719219 0.729835 0.740182 0.727634 0.685262 0.622619 0.556712 0.500647 0.457298 0.420582 0.381637 0.33501 0.281419 0.226644 0.178319
 0.194655 0.197943 0.201333 0.205106 0.213894 0.237963 0.291318 0.385726 0.522235 0.684579 0.83969 0.947797 0.978927 0.927571 0.816746 0.688104 0.582999 0.525012 0.513309 0.529077 0.54931 0.558772 0.553876 0.538584 0.517336 0.490537 0.454883 0.406956 0.346832 0.27934 0.212709 0.155857
 0.181861 0.181529 0.181154 0.181208 0.185949 0.204243 0.247703 0.325605 0.438056 0.570941 0.696749 0.78303 0.805771 0.761062 0.66812 0.561134 0.473929 0.425878 0.416518 0.430686 0.449609 0.46062 0.460438 0.451985 0.43868 0.420659 0.394873 0.357975 0.309432 0.252884 0.195334 0.145008
0.167235 0.177835 0.187787 0.195239 0.20148 0.211802 0.234317 0.276398 0.339826 0.417141 0.492041 0.544957 0.561864 0.541646 0.497366 0.45001 0.417942 0.408168 0.414438 0.422813 0.420659 0.403366 0.375224 0.345011 0.319954 0.301902 0.287421 0.27082 0.247788 0.217662 0.183627 0.151282
 0.160717 0.187359 0.211686 0.228979 0.237544 0.239702 0.241158 0.24859 0.266258 0.293296 0.323545 0.348612 0.362814 0.367007 0.368481 0.376403 0.395371 0.421256 0.442315 0.445219 0.42239 0.376269 0.318169 0.262758 0.221556 0.198886 0.191748 0.192805 0.194388 0.191546 0.183214 0.171579 
