1980  1    0   0
1984.5 5   0  0
1988.3 13  0 0
1989.0 29 0 0
1989.2 0 10 0
1990   0 30 0
1990.8 45  65  0
1991.8 55  142  0
1992.0 75 276  0
1993.0  110  360. 0
1994.0 150  748  0
1995.0  144  938  0
1995.5 144  1328  0
1996.0  144  1646  0
1997.0  149  2362  0
1997.2  0   0   80
1997.4  0  0 260
1997.7  149  2290  900
1999.0  149  3379  2785
1999.7  149  3379  6000
2000.2  149  3279  10600
2001.2  149  3700  37219
